,lat,lng,loudness,made_at,user
293,0.0,0.0,40.91,2015-04-15 19:43:43,4279
294,0.0,0.0,42.02,2015-04-15 19:43:41,4279
295,0.0,0.0,45.46,2015-04-15 19:43:39,4279
296,0.0,0.0,41.93,2015-04-15 19:43:37,4279
297,0.0,0.0,46.63,2015-04-15 19:43:35,4279
298,0.0,0.0,48.64,2015-04-15 19:43:33,4279
299,0.0,0.0,37.14,2015-04-15 19:43:31,4279
300,0.0,0.0,39.93,2015-04-15 19:43:29,4279
301,0.0,0.0,39.13,2015-04-15 19:43:27,4279
302,0.0,0.0,44.52,2015-04-15 19:43:25,4279
303,0.0,0.0,42.45,2015-04-15 19:43:23,4279
304,0.0,0.0,45.33,2015-04-15 19:43:21,4279
305,0.0,0.0,39.46,2015-04-15 19:43:19,4279
306,0.0,0.0,36.86,2015-04-15 19:43:17,4279
307,0.0,0.0,33.71,2015-04-15 19:43:15,4279
308,0.0,0.0,33.12,2015-04-15 19:43:13,4279
309,0.0,0.0,48.94,2015-04-15 19:43:11,4279
310,0.0,0.0,36.49,2015-04-15 19:43:09,4279
311,0.0,0.0,42.88,2015-04-15 19:43:07,4279
312,0.0,0.0,44.85,2015-04-15 19:43:05,4279
313,0.0,0.0,44.89,2015-04-15 19:43:03,4279
314,0.0,0.0,38.11,2015-04-15 19:43:01,4279
315,0.0,0.0,38.13,2015-04-15 19:42:59,4279
316,0.0,0.0,39.05,2015-04-15 19:42:57,4279
317,0.0,0.0,38.54,2015-04-15 19:42:55,4279
318,0.0,0.0,39.24,2015-04-15 19:42:53,4279
319,0.0,0.0,38.7,2015-04-15 19:42:51,4279
320,0.0,0.0,37.31,2015-04-15 19:42:49,4279
321,0.0,0.0,37.07,2015-04-15 19:42:47,4279
322,0.0,0.0,36.76,2015-04-15 19:42:45,4279
323,0.0,0.0,33.94,2015-04-15 19:42:43,4279
324,0.0,0.0,37.51,2015-04-15 19:42:41,4279
325,0.0,0.0,37.02,2015-04-15 19:42:39,4279
326,0.0,0.0,38.0,2015-04-15 19:42:37,4279
327,0.0,0.0,32.19,2015-04-15 19:42:35,4279
328,0.0,0.0,49.88,2015-04-15 19:42:33,4279
329,0.0,0.0,38.53,2015-04-15 19:42:31,4279
330,0.0,0.0,44.27,2015-04-15 19:42:29,4279
331,0.0,0.0,45.64,2015-04-15 19:42:27,4279
332,0.0,0.0,52.71,2015-04-15 19:42:25,4279
333,0.0,0.0,43.55,2015-04-15 19:42:23,4279
334,0.0,0.0,39.72,2015-04-15 19:42:21,4279
335,0.0,0.0,38.74,2015-04-15 19:42:19,4279
336,0.0,0.0,37.65,2015-04-15 19:42:17,4279
337,0.0,0.0,37.28,2015-04-15 19:42:15,4279
338,0.0,0.0,37.69,2015-04-15 19:42:13,4279
339,0.0,0.0,38.41,2015-04-15 19:42:11,4279
340,0.0,0.0,34.26,2015-04-15 19:42:09,4279
341,0.0,0.0,38.73,2015-04-15 19:42:07,4279
342,0.0,0.0,38.49,2015-04-15 19:42:05,4279
343,0.0,0.0,42.7,2015-04-15 19:42:03,4279
344,0.0,0.0,40.34,2015-04-15 19:42:01,4279
345,0.0,0.0,45.39,2015-04-15 19:41:59,4279
346,0.0,0.0,40.18,2015-04-15 19:41:57,4279
347,0.0,0.0,44.08,2015-04-15 19:41:55,4279
348,0.0,0.0,37.02,2015-04-15 19:41:53,4279
349,0.0,0.0,37.49,2015-04-15 19:41:51,4279
350,0.0,0.0,42.72,2015-04-15 19:41:49,4279
351,0.0,0.0,39.74,2015-04-15 19:41:47,4279
352,0.0,0.0,37.47,2015-04-15 19:41:45,4279
353,0.0,0.0,38.85,2015-04-15 19:41:43,4279
354,0.0,0.0,36.33,2015-04-15 19:41:41,4279
355,0.0,0.0,38.62,2015-04-15 19:41:39,4279
356,0.0,0.0,39.19,2015-04-15 19:41:37,4279
357,0.0,0.0,41.98,2015-04-15 19:41:35,4279
358,0.0,0.0,45.9,2015-04-15 19:41:33,4279
359,0.0,0.0,42.09,2015-04-15 19:41:31,4279
360,0.0,0.0,40.52,2015-04-15 19:41:29,4279
361,0.0,0.0,37.65,2015-04-15 19:41:27,4279
362,0.0,0.0,31.78,2015-04-15 19:41:25,4279
363,0.0,0.0,31.79,2015-04-15 19:41:23,4279
364,0.0,0.0,30.51,2015-04-15 19:41:21,4279
365,0.0,0.0,30.62,2015-04-15 19:41:19,4279
366,0.0,0.0,30.45,2015-04-15 19:41:17,4279
367,0.0,0.0,30.88,2015-04-15 19:41:15,4279
368,0.0,0.0,35.1,2015-04-15 19:41:13,4279
369,0.0,0.0,36.28,2015-04-15 19:41:11,4279
370,0.0,0.0,62.17,2015-04-15 19:41:09,4279
371,0.0,0.0,30.6,2015-04-15 19:41:07,4279
372,0.0,0.0,30.99,2015-04-15 19:41:05,4279
373,0.0,0.0,38.59,2015-04-15 19:41:03,4279
374,0.0,0.0,39.53,2015-04-15 19:41:01,4279
375,0.0,0.0,31.71,2015-04-15 19:40:59,4279
376,0.0,0.0,47.05,2015-04-15 19:40:57,4279
377,0.0,0.0,46.71,2015-04-15 19:40:55,4279
378,0.0,0.0,44.79,2015-04-15 19:40:53,4279
379,0.0,0.0,41.37,2015-04-15 19:40:51,4279
380,0.0,0.0,30.73,2015-04-15 19:40:49,4279
381,0.0,0.0,39.47,2015-04-15 19:40:47,4279
382,0.0,0.0,30.88,2015-04-15 19:40:45,4279
383,0.0,0.0,37.28,2015-04-15 19:40:43,4279
384,0.0,0.0,37.82,2015-04-15 19:40:41,4279
385,0.0,0.0,31.29,2015-04-15 19:40:39,4279
386,0.0,0.0,31.14,2015-04-15 19:40:37,4279
387,0.0,0.0,33.65,2015-04-15 19:40:35,4279
388,0.0,0.0,31.36,2015-04-15 19:40:33,4279
389,0.0,0.0,34.54,2015-04-15 19:40:31,4279
390,0.0,0.0,35.28,2015-04-15 19:40:29,4279
391,0.0,0.0,42.1,2015-04-15 19:40:27,4279
392,0.0,0.0,42.63,2015-04-15 19:40:25,4279
393,0.0,0.0,48.02,2015-04-15 19:40:23,4279
394,0.0,0.0,49.79,2015-04-15 19:40:21,4279
395,0.0,0.0,49.13,2015-04-15 19:40:19,4279
396,0.0,0.0,53.01,2015-04-15 19:40:17,4279
397,0.0,0.0,43.82,2015-04-15 19:40:15,4279
398,0.0,0.0,41.86,2015-04-15 19:40:13,4279
399,0.0,0.0,52.81,2015-04-15 19:40:11,4279
400,0.0,0.0,47.49,2015-04-15 19:40:09,4279
401,0.0,0.0,52.75,2015-04-15 19:40:07,4279
402,0.0,0.0,47.02,2015-04-15 19:40:05,4279
403,0.0,0.0,33.71,2015-04-15 19:40:03,4279
404,0.0,0.0,43.73,2015-04-15 19:40:01,4279
405,0.0,0.0,42.98,2015-04-15 19:39:59,4279
406,0.0,0.0,48.16,2015-04-15 19:39:57,4279
407,0.0,0.0,51.34,2015-04-15 19:39:55,4279
408,0.0,0.0,41.65,2015-04-15 19:39:53,4279
409,0.0,0.0,48.44,2015-04-15 19:39:51,4279
410,0.0,0.0,56.14,2015-04-15 19:39:49,4279
411,0.0,0.0,39.29,2015-04-15 19:39:47,4279
412,0.0,0.0,55.56,2015-04-15 19:39:45,4279
413,0.0,0.0,41.8,2015-04-15 19:39:43,4279
414,0.0,0.0,38.12,2015-04-15 19:39:41,4279
415,0.0,0.0,44.53,2015-04-15 19:39:39,4279
416,0.0,0.0,50.84,2015-04-15 19:39:37,4279
417,0.0,0.0,42.91,2015-04-15 19:39:35,4279
418,0.0,0.0,40.61,2015-04-15 19:39:33,4279
419,0.0,0.0,46.1,2015-04-15 19:39:31,4279
420,0.0,0.0,38.78,2015-04-15 19:39:29,4279
421,0.0,0.0,50.5,2015-04-15 19:39:27,4279
422,0.0,0.0,32.05,2015-04-15 19:39:25,4279
423,0.0,0.0,34.18,2015-04-15 19:39:23,4279
424,0.0,0.0,51.68,2015-04-15 19:39:21,4279
425,0.0,0.0,49.28,2015-04-15 19:39:19,4279
426,0.0,0.0,36.63,2015-04-15 19:39:17,4279
427,0.0,0.0,39.78,2015-04-15 19:39:15,4279
428,0.0,0.0,42.62,2015-04-15 19:39:13,4279
429,0.0,0.0,50.06,2015-04-15 19:39:11,4279
430,0.0,0.0,49.58,2015-04-15 19:39:09,4279
431,0.0,0.0,32.22,2015-04-15 19:39:07,4279
432,0.0,0.0,35.51,2015-04-15 19:39:05,4279
433,0.0,0.0,40.27,2015-04-15 19:39:03,4279
434,0.0,0.0,38.14,2015-04-15 19:39:01,4279
435,0.0,0.0,40.9,2015-04-15 19:38:59,4279
436,0.0,0.0,49.41,2015-04-15 19:38:57,4279
437,0.0,0.0,41.3,2015-04-15 19:38:55,4279
438,0.0,0.0,38.12,2015-04-15 19:38:53,4279
439,0.0,0.0,32.2,2015-04-15 19:38:51,4279
440,0.0,0.0,44.94,2015-04-15 19:38:49,4279
441,0.0,0.0,35.53,2015-04-15 19:38:47,4279
442,0.0,0.0,30.83,2015-04-15 19:38:45,4279
443,0.0,0.0,37.18,2015-04-15 19:38:43,4279
444,0.0,0.0,30.99,2015-04-15 19:38:41,4279
445,0.0,0.0,37.18,2015-04-15 19:38:39,4279
446,0.0,0.0,50.53,2015-04-15 19:38:37,4279
447,0.0,0.0,41.99,2015-04-15 19:38:35,4279
448,0.0,0.0,37.65,2015-04-15 19:38:33,4279
449,0.0,0.0,37.72,2015-04-15 19:38:31,4279
450,0.0,0.0,45.13,2015-04-15 19:38:29,4279
451,0.0,0.0,34.93,2015-04-15 19:38:27,4279
452,0.0,0.0,34.96,2015-04-15 19:38:25,4279
453,0.0,0.0,30.53,2015-04-15 19:38:23,4279
454,0.0,0.0,34.66,2015-04-15 19:38:21,4279
455,0.0,0.0,31.39,2015-04-15 19:38:19,4279
456,0.0,0.0,32.62,2015-04-15 19:38:17,4279
457,0.0,0.0,31.07,2015-04-15 19:38:15,4279
458,0.0,0.0,30.89,2015-04-15 19:38:13,4279
459,0.0,0.0,31.74,2015-04-15 19:38:11,4279
460,0.0,0.0,33.62,2015-04-15 19:38:09,4279
461,0.0,0.0,39.95,2015-04-15 19:38:07,4279
462,0.0,0.0,40.64,2015-04-15 19:38:05,4279
463,0.0,0.0,41.18,2015-04-15 19:38:03,4279
